project	source	trait	provider_translation	abi_capabilities	language	host_idioms	provider_surface_status	support_scope	evidence	next_required_work
lling-llang	src/bindings.rs	ScalarWfstProvider	resource-cursor-protocol	VtWfstVTable	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/bindings.rs	ScalarWfstProvider	resource-cursor-protocol	VtWfstVTable	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/bindings.rs	ScalarWfstProvider	resource-cursor-protocol	VtWfstVTable	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/bindings.rs	ScalarWfstProvider	resource-cursor-protocol	VtWfstVTable	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/bindings.rs	ScalarWfstProvider	resource-cursor-protocol	VtWfstVTable	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/bindings.rs	ScalarWfstProvider	resource-cursor-protocol	VtWfstVTable	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	complete	full-modeled-provider-surface	["lling-llang:bindings/raku/lib/Lling/Llang.rakumod","lling-llang:bindings/raku/t/01-conformance.rakutest"]	-
lling-llang	src/bindings.rs	ScalarWfstProvider	resource-cursor-protocol	VtWfstVTable	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	complete	full-modeled-provider-surface	["lling-llang:bindings/julia/LlingLlang/src/LlingLlang.jl","lling-llang:bindings/julia/LlingLlang/test/runtests.jl"]	-
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/differentiable/layers.rs"]	-
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/differentiable/layers.rs	WfstConvLabel	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	rust	traits; IntoIterator/Iterator; Result; Drop	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	c	opaque handles; status codes; bounded buffers; vtables	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	python	context managers; iterators/collections; exceptions; protocols	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	clojure	Seqable; IReduceInit; Closeable; persistent values	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	fsharp	use/use!; seq; Result; object expressions; interfaces	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	go	interfaces; iter.Seq; io.Closer; errors	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	fortran	modules; derived types; type-bound procedures; finalizers	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	ocaml	abstract types; Seq; result; Fun.protect	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	haskell	type classes; Foldable; bracket; Either	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	lua	generic-for iterators; __close; tables; error values	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	LatticeAccess	reviewed-rust-only-proof	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	Sealed	reviewed-rust-only-proof	-	rust	traits; IntoIterator/Iterator; Result; Drop	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	Sealed	reviewed-rust-only-proof	-	c	opaque handles; status codes; bounded buffers; vtables	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	Sealed	reviewed-rust-only-proof	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	Sealed	reviewed-rust-only-proof	-	python	context managers; iterators/collections; exceptions; protocols	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	Sealed	reviewed-rust-only-proof	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	Sealed	reviewed-rust-only-proof	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	Sealed	reviewed-rust-only-proof	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	Sealed	reviewed-rust-only-proof	-	clojure	Seqable; IReduceInit; Closeable; persistent values	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
lling-llang	src/dynamic_lattice.rs	Sealed	reviewed-rust-only-proof	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	inapplicable	library-owned-type-level-access-marker	["proof:docs/bindings/host-extension-trait-governance.md#sealed-dynamic-adapter-markers"]	-
